what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379407555221
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1379407557927
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1379407629842
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1379407630875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1379407632723
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1379407632947
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1379407633122
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379407634035
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379407798141
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1379407855729
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1379407855970
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1379407857566
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1379407860330
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379407863179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379407873414
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379407873987
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379407887694
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379407888180
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379407888953
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379407910939
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379407928100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379407960155
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379407962496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379407982035
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379407982192
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379408046428
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379408052194
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1379408055647
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1379408077171
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1379408077403
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1379408089025
