what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378790905427
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378790905578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1378790914682
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378790917818
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378790919292
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378790919351
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378790920193
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1378790925671
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1378790927222
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378790945404
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1378790984196
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378791013977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378791028723
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378791035395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378791124299
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378791124514
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1378791149578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378791151582
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1378791181656
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378791182982
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378791186416
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378791193196
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378791196597
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378791221179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378791250298
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1378791277773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378791279222
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378791280337
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1378791282431
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378791317038
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378791390889
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378791608982
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1378791616773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378791617940
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378791692141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378791715283
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378791717207
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1378791728847
