what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392060838
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392060981
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392092374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392102913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392194334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392194468
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1379392200480
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1379392207335
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392226174
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392226347
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1379392235020
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392244552
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392244726
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392244741
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392316462
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1379392340060
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1379392343823
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1379392367127
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392374680
closed,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1379392375932
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1379392375942
closed,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1379392375950
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1379392375965
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392376018
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1379392376022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1379392376022
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392381580
error,log,,,"",1379392415118
error,log,,,"Warning: Ignoring name conflict in resource file for name activity_horizontal_margin",1379392415425
error,log,,,"Warning: Ignoring name conflict in resource file for name activity_vertical_margin",1379392415425
error,log,,,"Warning: Ignoring name conflict in resource file for name activity_horizontal_margin",1379392415432
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392415494
opened,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1379392415697
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1379392415750
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1379392432911
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1379392432962
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392479334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392479476
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1379392489402
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392493382
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392494318
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392496090
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392497891
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1379392499078
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1379392501349
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1379392501591
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1379392501641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392505439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392509325
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392518208
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392536303
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392537982
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392539842
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392542019
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392754973
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392755968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392783568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392788550
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392806225
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392811350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392816897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392819285
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379392851519
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1379392853895
opened,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1379392862294
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1379392862344
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1379392862726
closed,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1379392862726
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1379392863721
